a;a;0;0;0,0106383;0,3297872;0;0,0106383;0;0;0;0;0;0,0212766;0,4361702;0,106383;0;0;0;0,0425532;0,0106383;0;0,0106383;0;0,0106383;0;0;0;0,0106383
a;b;0,0075307;0,0140045;0;0,0085877;0,020214;0;0;0,0029066;0,1762452;0,0014533;0;0,400185;0;0,0019818;0,252213;0;0;0,0146651;0,0622275;0;0,0192892;0;0;0;0,0085877;0;0,0099088
a;c;0,0066204;0,0000817;0,0963629;0,0006539;0,2368615;0;0;0,1985288;0,0402942;0;0,1439313;0,0111157;0;0,0001635;0,0089089;0;0,0155292;0,0263997;0,0003269;0,1977115;0,0092358;0;0;0;0,0048222;0;0,002452
a;d;0,030496;0,0001415;0,0000708;0,0352367;0,1144131;0,0038916;0,0004245;0,0027595;0,0417463;0,0038916;0;0,0098351;0,0241987;0,003184;0,0245525;0;0,0000708;0,0103304;0,0175476;0,0022642;0,011604;0,0342461;0,0005661;0;0,0419585;0;0,5865704
a;e;0,0345679;0;0,0024691;0,0098765;0,0074074;0;0,0222222;0;0;0;0;0,1753086;0,0024691;0,0123457;0,1135802;0;0,0049383;0,0839506;0,0074074;0,0049383;0,0246914;0;0;0;0;0;0,4938272
a;f;0,0039825;0,0003982;0;0,0003982;0,0999602;0,2015133;0;0;0,0023895;0;0;0,006372;0;0,0007965;0,0087614;0;0;0,085225;0,0003982;0,567503;0;0;0;0;0,0055755;0;0,0167264
a;g;0,2236888;0,000176;0;0,0024639;0,4294263;0;0,0385428;0,00088;0,0587821;0;0;0,0175994;0,0163675;0,0142555;0,1061246;0,001056;0;0,0390707;0,0051038;0;0,0336149;0;0;0;0;0;0,0128476
a;h;0,0432099;0;0;0,0020576;0,0823045;0;0,0020576;0;0,2098765;0;0;0,0144033;0,0185185;0,0041152;0,0226337;0;0;0,0082305;0,0390947;0,0061728;0,026749;0;0,0020576;0;0;0;0,5185185
a;i;0,0006475;0;0,0007285;0,1760421;0,0017807;0,0004047;0,009308;0;0;0;0,0000809;0,0815055;0,0270336;0,4863618;0,0004047;0;0;0,1276406;0,0405504;0,0454877;0;0,0002428;0;0;0;0,0005666;0,0012141
a;j;0,2051282;0;0;0;0,3846154;0;0;0;0;0;0;0;0;0;0,3589744;0;0;0;0;0;0,0512821;0;0;0;0;0;0
a;k;0,0057518;0,0010956;0;0,0030129;0,6261298;0,0232813;0;0;0,1383183;0;0,0005478;0,0041085;0,0002739;0,007943;0;0,0002739;0;0;0,0276637;0,0021912;0;0;0,0008217;0;0;0;0,1585867
a;l;0,0193783;0,0017053;0,0047283;0,0094566;0,03647;0,0204635;0,0010077;0,0000775;0,0427874;0,0000388;0,0280211;0,3807069;0,031858;0,0002713;0,036315;0,0043407;0;0,0096117;0,0639485;0,0376715;0,0072863;0,0015503;0,0156189;0;0,0020153;0;0,244671
a;m;0,0207056;0,0409485;0,0002313;0,0050896;0,4598034;0,0001157;0;0;0,0980914;0;0;0,0021978;0,0231348;0,0048583;0,0823597;0,0598034;0;0,0001157;0,0207056;0,0018508;0,0139965;0,0001157;0,0001157;0;0,0019665;0;0,1637941
a;n;0,0086466;0,0000984;0,0539746;0,5019121;0,015592;0,0000984;0,0384388;0,0004499;0,0304671;0,0000141;0,0097855;0,0012232;0,0000422;0,0184461;0,0136378;0,0000281;0,000942;0;0,0303265;0,0690465;0,0019121;0,0001406;0,0002531;0,0012232;0,0421224;0,0000844;0,1610944
a;o;0;0;0;0;0;0;0;0;0;0;0;0,0055249;0,0110497;0,0110497;0;0;0;0,5469613;0,1823204;0,0165746;0,0607735;0;0;0;0;0;0,1657459
a;p;0,0613412;0,0001545;0,0001545;0,0027812;0,1962299;0;0;0,0293572;0,0537701;0;0;0,0055624;0;0,000309;0,0254944;0,3887515;0;0,0118974;0,0800371;0,1154203;0,000618;0;0,0004635;0;0,0020087;0;0,0256489
a;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
a;r;0,046605;0,0072351;0,0294045;0,1003904;0,186884;0,0024572;0,0305785;0,000273;0,0656619;0;0,0390695;0,0333907;0,0321075;0,0248451;0,0051874;0,0054605;0,0001092;0,0561062;0,0332542;0,1070522;0,0003003;0,0045322;0,0006553;0;0,0361482;0,0385508;0,1137412
a;s;0,0060048;0,0000646;0,009427;0,0016465;0,0543341;0;0,0000323;0,0159806;0,0246328;0;0,0245682;0,0022276;0,0015819;0,0003228;0,0174011;0,0103955;0,0000646;0,0000323;0,0829056;0,1378531;0,0139467;0;0,0000646;0;0,0034867;0;0,5930266
a;t;0,0112828;0,0001602;0,0162719;0,0000229;0,1696762;0,0010528;0,0000687;0,0818858;0,1327383;0;0,0000458;0,0034558;0,0022199;0,0006408;0,007026;0;0;0,0035702;0,0078499;0,0478544;0,0428653;0;0,0001144;0;0,0004577;0;0,4707404
a;u;0;0,0098462;0,0384615;0,0298462;0,0003077;0,0006154;0,2390769;0;0,0006154;0;0,0018462;0,068;0,0021538;0,0590769;0;0,0012308;0,0021538;0,0153846;0,328;0,188;0;0,0015385;0;0,0046154;0;0,0015385;0,0076923
a;v;0,0415191;0;0;0,0039355;0,7485242;0;0;0;0,1053719;0;0;0,0000984;0;0,0446675;0,0412239;0;0;0,0000984;0,0005903;0;0;0;0;0;0,0130854;0;0,0008855
a;w;0,2472826;0,0033967;0;0,0023777;0,0377038;0,032269;0,0006793;0,0033967;0,0424592;0;0,014606;0,0414402;0;0,0777853;0,0054348;0;0;0,0013587;0,0815217;0,0006793;0;0;0;0;0,0040761;0;0,4035326
a;x;0,0031546;0;0;0,0031546;0,1608833;0;0;0;0,1293375;0;0;0,0126183;0;0;0,0031546;0;0;0;0,044164;0;0;0;0,0031546;0;0,0031546;0;0,637224
a;y;0,0045173;0,0014197;0,0001291;0,0028394;0,0575632;0,0014197;0;0,0010325;0,0322664;0;0;0,0061951;0,0021941;0,0005163;0,0010325;0,0006453;0;0,0073567;0,145586;0,0609189;0;0;0,0012907;0;0,0001291;0;0,6729479
a;z;0,0870968;0;0;0,0322581;0,4322581;0;0;0;0,2870968;0;0;0,0129032;0;0;0,083871;0;0;0;0;0,0016129;0,0193548;0;0;0;0,0258065;0,0112903;0,0064516
a;S;0,0341599;0,0504808;0,0788209;0,0520412;0,0027412;0,0731275;0,0519146;0,0440283;0,0146761;0,0038799;0,0056511;0,0695428;0,0690368;0,023195;0,0177547;0,0636387;0,0063681;0,0334008;0,1302294;0,0574393;0,0023195;0,0290992;0,054192;0;0,0057355;0,0007591;0,0257675
b;a;0,0002728;0,1391162;0,2239498;0,0567376;0,0010911;0,0043644;0,0095472;0,0150027;0,0040917;0,0016367;0,00491;0,0567376;0,0032733;0,1432079;0;0,0013639;0,0010911;0,1609384;0,066012;0,0755592;0,002455;0;0;0;0,0245499;0,0008183;0,0032733
b;b;0,0700809;0;0;0;0,328841;0;0;0;0,1832884;0;0;0,1563342;0;0;0,1293801;0;0;0,0431267;0;0;0,0215633;0;0;0;0,0539084;0;0,0134771
b;c;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0,4;0;0;0;0;0;0,2;0;0;0;0;0;0,2
b;d;0;0;0;0;0;0;0;0;0,048951;0;0;0;0;0;0,048951;0;0;0;0;0;0,7342657;0;0;0;0,020979;0;0,1468531
b;e;0,0619125;0,0000463;0,0484834;0,0399166;0,1459597;0,0575133;0,0216254;0,0230609;0,0525585;0,0000463;0;0,061542;0,0008798;0,0278768;0,0000463;0;0,0003241;0,0825191;0,0405186;0,0576059;0,0000926;0,0002315;0,0024543;0;0,0132901;0,0004168;0,261079
b;f;0,8461538;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1538462;0;0;0;0;0;0;0;0;0;0;0;0
b;g;0;0;0;0;0,3333333;0;0;0;0;0;0;0;0;0;0;0;0;0,6666667;0;0;0;0;0;0;0;0;0
b;h;0;0;0;0;0;0;0;0;0,0434783;0;0;0;0;0;0,9565217;0;0;0;0;0;0;0;0;0;0;0;0
b;i;0,0082563;0,007926;0,0095773;0,0643989;0,0059445;0,0006605;0,0171731;0;0;0;0;0,093461;0,0046235;0,1350727;0,0033025;0,0006605;0,0009908;0,2090489;0,0085865;0,4088507;0,0019815;0,009247;0,0003303;0;0;0,007926;0,0019815
b;j;0;0;0;0;0,9835391;0;0;0;0;0;0;0;0;0;0,0082305;0;0;0;0;0;0,0082305;0;0;0;0;0;0
b;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b;l;0,130088;0;0;0,004538;0,5706821;0;0;0;0,0917217;0;0;0;0,0001375;0;0,0643564;0;0;0;0,0001375;0;0,0291529;0;0;0;0,1086359;0;0,0005501
b;m;0,2345679;0;0;0;0,2345679;0;0;0;0,5185185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123457;0;0
b;n;0;0;0;0;0,0909091;0;0;0;0;0;0;0;0;0;0,9090909;0;0;0;0;0;0;0;0;0;0;0;0
b;o;0,0669504;0,0006548;0,0003274;0,0928139;0,0003274;0;0,0022917;0,0004911;0,0072025;0;0;0,035194;0,0032739;0,0535276;0,0484531;0;0;0,1000164;0,0083483;0,1520707;0,2913734;0,0748077;0,0302832;0,008021;0,0194795;0;0,0040923
b;p;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b;r;0,1778158;0;0;0;0,2271853;0;0;0;0,2380851;0;0;0;0;0;0,2756999;0;0;0;0;0;0,0577046;0;0;0;0,0230819;0;0,0004274
b;s;0;0;0,0585774;0;0,4100418;0;0;0;0,083682;0;0;0;0;0;0,1241283;0,0076709;0;0;0;0,1283124;0,0153417;0;0;0;0,0006974;0;0,1715481
b;t;0,1266568;0;0;0;0,1472754;0,0868925;0;0;0,0132548;0;0;0,0721649;0;0;0;0;0;0,0147275;0,0338733;0;0,0014728;0;0;0;0;0;0,5036819
b;u;0;0,002381;0,0033069;0,0051587;0,0089947;0,001455;0,0037037;0;0,0289683;0;0,0013228;0,026455;0,0005291;0,0185185;0,0015873;0;0;0,0637566;0,0428571;0,7849206;0;0;0;0,0006614;0,002381;0,0018519;0,0011905
b;v;0,0547945;0;0;0;0,0273973;0;0;0;0,9178082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b;w;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b;y;0,0009151;0;0,000183;0;0,0053075;0;0,000549;0;0,000183;0;0;0,0009151;0;0,0016471;0;0,000366;0;0,0018302;0,0060395;0,0016471;0;0;0,000183;0;0;0;0,9802343
b;z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b;S;0,1316348;0,0318471;0,0276008;0,0233546;0,014862;0,029724;0,0063694;0,0424628;0,0636943;0,0021231;0,0021231;0,0063694;0,029724;0,0042463;0,1104034;0,0169851;0,0042463;0,014862;0,0573248;0,1210191;0,0084926;0,0021231;0,07431;0;0,0084926;0;0,1656051
c;a;0;0,0242701;0,0068397;0,0030889;0,0003677;0,001618;0,0013238;0,000809;0,0005148;0;0,0019122;0,1582702;0,073325;0,196661;0,0010296;0,0607487;0;0,1098036;0,1030374;0,1340737;0,0786938;0,0077223;0,0005148;0;0,0030889;0;0,0322865
c;b;0,3333333;0;0;0;0,6666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c;c;0,1335013;0;0;0;0,2544081;0;0;0,0016793;0,031906;0;0;0,0062972;0;0;0,2854744;0;0;0,0008396;0;0;0,2858942;0;0;0;0;0;0
c;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1724138;0;0;0;0;0;0;0;0;0;0;0;0,8275862
c;e;0,0303621;0,0017922;0,0012124;0,0801223;0,0230352;0,0052185;0,0004744;0,000738;0,0235623;0;0,0000527;0,0322598;0,0057983;0,082916;0,0024775;0,0285172;0;0,0599863;0,1088504;0,0017395;0;0;0,0002108;0;0,0001581;0;0,5105161
c;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
c;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c;h;0,1661529;0,0001595;0,0003189;0,0011162;0,138195;0,0012756;0,0000532;0,0002126;0,0945572;0;0;0,0014351;0,0047305;0,0005847;0,0363559;0;0,0000532;0,0057404;0,0021792;0,0040395;0,0081322;0;0,0002658;0;0,0018603;0;0,5325821
c;i;0,0926104;0,0043186;0,0011196;0,0409469;0,4150672;0,0273512;0,0028791;0;0;0;0;0,0292706;0,0103967;0,0569418;0,0663788;0,0553423;0,0025592;0,0756558;0,0241523;0,0662188;0,0003199;0,0275112;0;0;0;0,0001599;0,0007997
c;j;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c;k;0,0051803;0,0029886;0,0003985;0,0017932;0,1530185;0,000797;0,0021917;0,0027894;0,0388524;0;0,000797;0,0685395;0,0011955;0,0362622;0,0101614;0,0059773;0;0,0015939;0,1032078;0,0033871;0;0;0,0155409;0;0,0117553;0;0,5335724
c;l;0,2384829;0,000185;0;0,0007401;0,1850139;0;0;0;0,2062905;0;0;0;0;0;0,2741906;0;0;0;0;0;0,093987;0;0;0;0,0011101;0;0
c;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c;n;0,5;0;0;0;0,25;0;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c;o;0,0302314;0,0004113;0,00509;0,0004113;0,000874;0,0021594;0,0052956;0,0002571;0,0041131;0;0;0,0558355;0,2434961;0,2978406;0,0092031;0,0052442;0,0015938;0,0662211;0,0038046;0,0066838;0,2090488;0,0391774;0,0063239;0,0001542;0,0002571;0;0,0062725
